items_id,asks-for,p_contents_eng,a1_contents_eng,a2_contents_eng,correct_answers,p_contents_kz,a1_contents_kz,a2_contents_kz
958,effect,The traffic light turned yellow.,The driver pushed the brake.,The driver honked his horn.,1,Бағдаршам сары түсті.,Жүргізуші тежегішті итермеледі.,Жүргізуші оның мүйізін қолға алды.
959,cause,The plastic container melted.,I soaked the container in warm water.,I placed the container on the hot stove.,2,Пластикалық контейнер еріген.,Мен контейнерді жылы суға малынған.,Мен контейнерді ыстық пешке қойдым.
960,cause,The car got dented.,The driver hit a telephone pole.,The driver ran a red light.,1,Көлік ұрды.,Жүргізуші телефон полюсіне тиді.,Жүргізуші қызыл шамды басқарды.
961,effect,The boy studied all night.,He skipped the exam.,He passed the exam.,2,Бала түні бойы оқыды.,Емтиханды өткізіп жіберді.,Емтихан тапсырды.
962,cause,The young boy clung to the ledge of the pool.,He feared learning to swim.,The lifeguard was on duty.,1,Жас бала бассейннің жалынына жабысып қалды.,Ол жүзуді үйренді.,Құтқарушы кезекшілікте болды.
963,effect,I put my hand to my chest.,I felt my heartbeat.,My heart rate sped up.,1,Мен қолымды кеудемге қойдым.,Мен жүрегімді сезіндім.,Жүрегім қарқынмен қарады.
964,effect,The building adjacent to my office was under construction.,My office was crowded.,My office was noisy.,2,Менің кеңсемге іргелес ғимарат салынуда.,Менің кеңсем көп болды.,Менің кеңсем шулы болды.
965,effect,The family wanted to get to know their new neighbors.,The family invited the neighbors over for dinner.,The family waved to the neighbors from their yard.,1,Отбасы өздерінің жаңа көршілерімен танысқысы келді.,Отбасы көршілерді кешкі асқа шақырды.,Отбасы көршілеріне аулаларынан тұрды.
966,cause,Water splashed up from the pool.,The swimmer dove into the pool.,The swimmer floated in the pool.,1,Бассейннен су шашыралды.,Жүзуші бассейнге кіреді.,Жүзгіш бассейнде жүзді.
967,effect,I bit into a slice of watermelon.,I accidentally swallowed a seed.,I accidentally chipped my tooth.,1,Мен бір тілімдегі қарбызға айналамын.,Мен кездейсоқ тұқым жұтып қойдым.,Мен кездейсоқ тісімді сындырдым.
968,cause,The boy tripped.,His jacket was unzipped.,His shoelaces were untied.,2,Бала сүйді.,Оның курткасы ашылмаған.,Оның аяқ киімдері бұрыннан тұрды.
969,cause,The woman put earplugs in.,She was distracted by noise.,She got her ears pierced.,1,Әйел құлаққаптарды қойды.,Оны шу алаңдатты.,Ол құлағын тесіп алды.
970,cause,I refilled my water bottle.,I drank all the water in it.,I kept it in the fridge.,1,Мен су бөтелкемді толтырдым.,Мен ондағы барлық суды ішіп алдым.,Мен оны тоңазытқышта ұстадым.
971,cause,The television show was censored.,It contained vulgar language.,It had a complicated plot.,1,Теледидар шоу цензураланған.,Онда дөрекі тіл бар.,Оның күрделі сюжеті болды.
972,effect,The ship wrecked.,The crew drowned.,The crew encountered pirates.,1,Кеме бұзылды.,Экипаж суға батып кетті.,Экипаж қарақшылармен кездесті.
973,effect,The boy felt stumped by the riddle.,He solved the riddle.,He requested a hint.,2,Бала жұмбақтықтан арылып кетті.,Ол жұмбақты шешті.,Ол кеңес сұрады.
974,effect,The phone rang.,The man hung up the phone.,The man picked up the phone.,2,Телефон соғылды.,Адам телефонды іліп қойды.,Ер адам телефонды алды.
975,effect,The woman was staring at me.,I hugged her.,I felt uncomfortable.,2,Әйел маған қарап тұрды.,Мен оны құшақтадым.,Мен өзімді ыңғайсыз сезіндім.
976,cause,The group left the museum.,They took pictures of the exhibits.,They viewed all the exhibits.,2,Топ мұражайдан кетті.,Олар экспонаттарды суретке түсірді.,Олар барлық экспонаттарды қарады.
977,effect,The man started an argument with me.,My friend introduced me to the man.,My friend stood up for me.,2,Ер адам менімен дәлел бастады.,Менің досым мені ер адамға таныстырды.,Менің досым мен үшін тұрды.
978,effect,The tire on my bike was flat.,I pumped air into the tire.,I switched gears on the bike.,1,Менің велосипедімдегі шина жалпақ болды.,Мен ауаны шинаға жібердім.,Мен велосипедке редукторды ауыстырдым.
979,effect,The girl looked pale.,Her father read her a story.,Her father felt her forehead.,2,Қыз бозарған көрінді.,Әкесі оны оқиғаны оқыды.,Оның әкесі оның маңдайын сезінді.
980,effect,The pen ran out of ink.,I used a pencil.,I signed my name.,1,Қалам сия қалады.,Мен қарындашты қолдандым.,Мен өз атыма қол қойдым.
981,cause,The man was denied for a loan.,He was in debt.,He started a business.,1,Ер адамға несие берілмеді.,Ол қарыз болды.,Ол бизнесті бастады.
982,cause,The girl stayed home from school.,She had chicken pox.,She enjoyed learning math.,1,Қыз мектептен үйде қалды.,Ол тауық Ықшасы болды.,Ол математиканы үйренді.
983,effect,The trash bag was full.,I took it to the dumpster.,I dumped it down the sink.,1,Қоқыс сөмкесі толды.,Мен оны қоқыс тастадым.,Мен оны раковинадан шығардым.
984,cause,I vacuumed the carpet.,My roommate spilled punch.,My dog shed hair.,2,Мен кілемді сордым.,Менің көршім төгілді.,Менің итім шашты төгіп тастады.
985,effect,The man lost his temper.,He turned off his computer.,He threw a chair across the room.,2,Ер адам ашуландырды.,Ол компьютерін өшірді.,Бөлмеде орындықты лақтырып жіберді.
986,effect,The girl threw a twig into the campfire.,The twig burned.,The fire went out.,1,Қыз отқа бұтақты лақтырып жіберді.,Бұтақтар жанып кетті.,Өрт сөніп қалды.
987,cause,The man got out of the shower.,The hot water was gone.,He couldn't find a towel.,1,Ер адам душтан шықты.,Ыстық су кетті.,Ол сүлгіні таба алмады.
988,effect,The parents wanted their children to go to college.,They set aside a savings fund for tuition.,They encouraged their children to play outside.,1,Ата-аналар балаларының колледжге барғанын қалады.,Олар оқу үшін жинақ қорын қояды.,Олар балаларын сыртта ойнауға шақырды.
989,effect,The man unlaced his shoes.,The shoes loosened.,The shoes became worn.,1,Ер адам аяқ киімін ашты.,Аяқ киім босатылды.,Аяқ киім тозып кетті.
990,effect,The man ate half of the entree.,He refrigerated the leftovers.,He saved the recipe.,1,Ер адам кірушінің жартысын жеді.,Ол қалдықтарды тоңазытады.,Ол рецепт сақтады.
991,effect,My ankle was swollen.,I put ice on it.,I rubbed lotion on it.,1,Менің білегім ісінген.,Мен бұған мұз қойдым.,Мен лосьонды сүрттім.
992,effect,My office door was open.,I talked to my colleague at my desk.,I overheard the conversation in the hall.,2,Менің Office есігі ашық болды.,Мен әріптесіммен үстелімде сөйлестім.,Мен залда әңгімелеп отырмын.
993,effect,I had to wait in line.,I took a seat.,I skimmed a magazine.,2,Мен кезек күтуім керек еді.,Мен отырдым.,Мен журналды өткізіп жіберемін.
994,effect,The man swatted at the fly.,The fly buzzed away.,The fly stayed still.,1,Ер адам шыбынға шықты.,Шыбыны қуып кетті.,Шыбын әлі де қалды.
995,cause,The man wrote a will.,He was dying.,He was a widower.,1,Ер адам ерік жазды.,Ол өліп жатты.,Ол жесір болған.
996,effect,The runner sensed his competitor gaining on him.,He dropped out of the race.,He sped up his pace.,2,Жүгіруші өзінің бәсекелесін өзіне алғанын сезді.,Ол жарыстан кетті.,Ол өзінің қарқынын көтерді.
997,effect,I thought carefully about the problem.,I asked for advice.,I came up with a solution.,2,Мен проблеманы мұқият ойладым.,Мен кеңес сұрадым.,Мен шешім қабылдадым.
998,effect,The traveler walked on the shaky suspension bridge.,He felt terrified.,He felt ecstatic.,1,Саяхатшы Шаки аспалы көпірінде жүрді.,Ол қатты қорасты.,Ол экстаздық сезінді.
999,effect,The man anticipated the team's victory.,He met his friends to watch the game.,He made a bet with his friends.,2,Ер адам команданың жеңісін болжады.,Ол достарымен кездесті.,Ол достарымен ставка жасады.
1000,effect,The boy couldn't fall asleep.,He set his alarm clock.,He counted sheep.,2,Бала ұйықтай алмады.,Ол өзінің оятқышын орнатты.,Ол қойларды санады.
